image_name,confidence_value,IoU_value
IMG_20100101_030359.jpg,0.8178,0.5276236708275543
IMG_20100101_030359.jpg,0.8178,0.020520136069351477
IMG_20100101_021624.jpg,0.823524,0.9210526315789473
IMG_20100101_021624.jpg,0.878323,0.0
IMG_20100101_021624.jpg,0.823524,0.00011307100859339665
IMG_20100101_021624.jpg,0.878323,0.8040961709706145
IMG_20100101_022648.jpg,0.691815,0.03321505298476839
IMG_20100101_022648.jpg,0.854791,0.8324628364805142
IMG_20100101_022648.jpg,0.691815,0.7461679679723962
IMG_20100101_022648.jpg,0.854791,0.0
IMG_20180714_102729.jpg,0.261243,0.0
IMG_20180714_102729.jpg,0.290832,0.0
IMG_20180714_102729.jpg,0.301675,0.0
IMG_20180714_102729.jpg,0.365233,0.0
IMG_20180714_102729.jpg,0.38799,0.0
IMG_20180714_102729.jpg,0.413759,0.0
IMG_20180714_102729.jpg,0.442417,0.0
IMG_20180714_102729.jpg,0.492596,0.0
IMG_20180714_102729.jpg,0.51117,0.0
IMG_20180714_102729.jpg,0.553223,0.0
IMG_20180714_102729.jpg,0.639159,0.0
IMG_20180714_102729.jpg,0.709211,0.0
IMG_20180714_102729.jpg,0.738298,0.0
IMG_20180714_102729.jpg,0.809364,0.0
IMG_20180714_102729.jpg,0.811313,0.7809762202753442
IMG_20180714_102729.jpg,0.849456,0.0
IMG_20180714_102729.jpg,0.869738,0.0
IMG_20180714_102729.jpg,0.261243,0.0
IMG_20180714_102729.jpg,0.290832,0.0
IMG_20180714_102729.jpg,0.301675,0.0
IMG_20180714_102729.jpg,0.365233,0.0
IMG_20180714_102729.jpg,0.38799,0.0
IMG_20180714_102729.jpg,0.413759,0.0
IMG_20180714_102729.jpg,0.442417,0.0
IMG_20180714_102729.jpg,0.492596,0.0
IMG_20180714_102729.jpg,0.51117,0.0
IMG_20180714_102729.jpg,0.553223,0.0
IMG_20180714_102729.jpg,0.639159,0.0
IMG_20180714_102729.jpg,0.709211,0.0
IMG_20180714_102729.jpg,0.738298,0.0
IMG_20180714_102729.jpg,0.809364,0.0
IMG_20180714_102729.jpg,0.811313,0.0
IMG_20180714_102729.jpg,0.849456,0.0
IMG_20180714_102729.jpg,0.869738,0.8862762830657924
IMG_20180714_102729.jpg,0.261243,0.0
IMG_20180714_102729.jpg,0.290832,0.0
IMG_20180714_102729.jpg,0.301675,0.0
IMG_20180714_102729.jpg,0.365233,0.0
IMG_20180714_102729.jpg,0.38799,0.0
IMG_20180714_102729.jpg,0.413759,0.0
IMG_20180714_102729.jpg,0.442417,0.0
IMG_20180714_102729.jpg,0.492596,0.23645924627519718
IMG_20180714_102729.jpg,0.51117,0.0
IMG_20180714_102729.jpg,0.553223,0.0
IMG_20180714_102729.jpg,0.639159,0.0
IMG_20180714_102729.jpg,0.709211,0.0
IMG_20180714_102729.jpg,0.738298,0.0
IMG_20180714_102729.jpg,0.809364,0.7516339869281046
IMG_20180714_102729.jpg,0.811313,0.0
IMG_20180714_102729.jpg,0.849456,0.0
IMG_20180714_102729.jpg,0.869738,0.0
IMG_20180714_102729.jpg,0.261243,0.0
IMG_20180714_102729.jpg,0.290832,0.0
IMG_20180714_102729.jpg,0.301675,0.0
IMG_20180714_102729.jpg,0.365233,0.0
IMG_20180714_102729.jpg,0.38799,0.0
IMG_20180714_102729.jpg,0.413759,0.0
IMG_20180714_102729.jpg,0.442417,0.0
IMG_20180714_102729.jpg,0.492596,0.8167456556082149
IMG_20180714_102729.jpg,0.51117,0.0
IMG_20180714_102729.jpg,0.553223,0.0
IMG_20180714_102729.jpg,0.639159,0.0
IMG_20180714_102729.jpg,0.709211,0.0
IMG_20180714_102729.jpg,0.738298,0.0
IMG_20180714_102729.jpg,0.809364,0.2290909090909091
IMG_20180714_102729.jpg,0.811313,0.0
IMG_20180714_102729.jpg,0.849456,0.0
IMG_20180714_102729.jpg,0.869738,0.0
IMG_20180714_102729.jpg,0.261243,0.0
IMG_20180714_102729.jpg,0.290832,0.0
IMG_20180714_102729.jpg,0.301675,0.0
IMG_20180714_102729.jpg,0.365233,0.0
IMG_20180714_102729.jpg,0.38799,0.0
IMG_20180714_102729.jpg,0.413759,0.0
IMG_20180714_102729.jpg,0.442417,0.0
IMG_20180714_102729.jpg,0.492596,0.0
IMG_20180714_102729.jpg,0.51117,0.0
IMG_20180714_102729.jpg,0.553223,0.032649862870575946
IMG_20180714_102729.jpg,0.639159,0.0
IMG_20180714_102729.jpg,0.709211,0.6340819022457067
IMG_20180714_102729.jpg,0.738298,0.0
IMG_20180714_102729.jpg,0.809364,0.0
IMG_20180714_102729.jpg,0.811313,0.0
IMG_20180714_102729.jpg,0.849456,0.0
IMG_20180714_102729.jpg,0.869738,0.0
IMG_20180714_102729.jpg,0.261243,0.0
IMG_20180714_102729.jpg,0.290832,0.0
IMG_20180714_102729.jpg,0.301675,0.01113895850737956
IMG_20180714_102729.jpg,0.365233,0.0
IMG_20180714_102729.jpg,0.38799,0.0
IMG_20180714_102729.jpg,0.413759,0.0
IMG_20180714_102729.jpg,0.442417,0.0
IMG_20180714_102729.jpg,0.492596,0.0
IMG_20180714_102729.jpg,0.51117,0.0
IMG_20180714_102729.jpg,0.553223,0.10846608197601575
IMG_20180714_102729.jpg,0.639159,0.0
IMG_20180714_102729.jpg,0.709211,0.0
IMG_20180714_102729.jpg,0.738298,0.0
IMG_20180714_102729.jpg,0.809364,0.0
IMG_20180714_102729.jpg,0.811313,0.0
IMG_20180714_102729.jpg,0.849456,0.0
IMG_20180714_102729.jpg,0.869738,0.0
IMG_20180714_102729.jpg,0.261243,0.0
IMG_20180714_102729.jpg,0.290832,0.0
IMG_20180714_102729.jpg,0.301675,0.0
IMG_20180714_102729.jpg,0.365233,0.0
IMG_20180714_102729.jpg,0.38799,0.0
IMG_20180714_102729.jpg,0.413759,0.0
